"grade","rank","math","verbal","prev","rdg","father","mother","gender"
0,0.754563894523327,460,530,TRUE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
1,0.864864864864865,540,490,FALSE,"Never","Not Available","Not Available","Female"
0,0.6006006006006,430,420,FALSE,"Never","High School Diploma or GED","Some College","Female"
1,0.637820512820513,450,450,FALSE,"Never","Some College","Bachelor Degree","Male"
1,0.816666666666667,580,450,FALSE,"Never","Bachelor Degree","High School Diploma or GED","Female"
1,0.776119402985075,440,450,FALSE,"Never","Bachelor Degree","Some College","Female"
1,0.957446808510638,540,450,FALSE,"Never","Bachelor Degree","High School Diploma or GED","Male"
1,0.54066985645933,560,450,FALSE,"Never","Not Available","Bachelor Degree","Male"
0,0.585185185185185,330,400,FALSE,"Never","Bachelor Degree","Some College","Female"
1,0.698564593301435,620,410,FALSE,"Never","Bachelor Degree","Graduate/Professional degree","Male"
0,0.767123287671233,490,520,FALSE,"Never","Bachelor Degree","Some College","Female"
0,0.50197628458498,480,460,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
1,0.735294117647059,520,470,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
1,0.330143540669856,460,600,FALSE,"Never","Some College","Some High School","Female"
0,0.425837320574163,480,470,FALSE,"Never","Graduate/Professional degree","Graduate/Professional degree","Female"
0,0.8,470,440,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
1,0.944444444444444,540,600,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
1,0.914814814814815,460,450,FALSE,"Never","Some College","Some College","Female"
1,0.906666666666667,520,580,FALSE,"Never","Some College","High School Diploma or GED","Female"
0,0.453125,290,450,FALSE,"Failed","High School Diploma or GED","Some College","Female"
0,0.5625,540,530,FALSE,"Never","Graduate/Professional degree","Graduate/Professional degree","Male"
1,0.739884393063584,600,510,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.722960151802656,490,410,FALSE,"Never","Some College","Some College","Male"
1,0.676470588235294,500,450,FALSE,"Never","High School Diploma or GED","Some College","Male"
0,0.718390804597701,500,530,FALSE,"Never","Some College","Some College","Female"
1,0.5488,530,530,FALSE,"Never","Some College","Some High School","Female"
0,0.693181818181818,500,490,FALSE,"Never","High School Diploma or GED","Some College","Male"
0,0.726190476190476,440,460,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
1,0.712301587301587,440,470,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.328063241106719,590,470,FALSE,"Never","Some College","Some College","Female"
0,0.60377358490566,480,470,FALSE,"Never","Some College","Bachelor Degree","Male"
1,0.966101694915254,560,660,FALSE,"Never","High School Diploma or GED","Some College","Female"
1,0.780487804878049,540,490,FALSE,"Never","Not Available","Some College","Female"
1,0.775,540,380,FALSE,"Never","Some College","Some College","Female"
1,0.571428571428571,440,500,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
1,0.537037037037037,400,490,FALSE,"Never","Some College","Some College","Female"
0,0.515011547344111,420,410,FALSE,"Never","Some College","High School Diploma or GED","Female"
0,0.519354838709677,500,410,FALSE,"Never","Graduate/Professional degree","Bachelor Degree","Male"
0,0.640897755610973,480,480,FALSE,"Never","Some College","High School Diploma or GED","Female"
0,0.464285714285714,560,510,FALSE,"Never","Some College","Some College","Female"
1,0.86764705882353,480,590,FALSE,"Never","Some College","Some College","Male"
1,0.698529411764706,500,470,FALSE,"Never","Some College","Graduate/Professional degree","Female"
1,0.666666666666667,560,390,FALSE,"Never","Bachelor Degree","High School Diploma or GED","Female"
0,0.676674364896074,500,530,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.676674364896074,500,530,TRUE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.750769230769231,520,510,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.554263565891473,410,370,FALSE,"Passed","Bachelor Degree","Some College","Male"
0,0.405405405405405,420,530,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
1,0.739030023094688,400,530,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.324808184143223,560,550,FALSE,"Never","Some College","Graduate/Professional degree","Male"
0,0.71556350626118,460,440,FALSE,"Never","High School Diploma or GED","Graduate/Professional degree","Female"
0,0.477611940298508,410,360,FALSE,"Never","High School Diploma or GED","Some College","Male"
1,0.95360824742268,500,550,FALSE,"Never","Associate/two-year degree","Some College","Female"
0,0.75,500,410,FALSE,"Never","Some College","Some College","Female"
1,0.75,500,410,TRUE,"Never","Some College","Some College","Female"
0,0.676724137931034,420,530,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.642857142857143,400,440,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Female"
1,0.608318890814558,470,440,FALSE,"Never","Graduate/Professional degree","Some College","Female"
1,0.828125,530,580,FALSE,"Never","High School Diploma or GED","Some College","Male"
0,0.777777777777778,540,550,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
0,0.777777777777778,540,550,TRUE,"Never","Bachelor Degree","Bachelor Degree","Male"
0,0.815068493150685,410,420,FALSE,"Never","High School Diploma or GED","Graduate/Professional degree","Female"
0,0.358974358974359,470,440,FALSE,"Never","Some High School","Bachelor Degree","Female"
0,0.730769230769231,440,380,FALSE,"Never","Graduate/Professional degree","Bachelor Degree","Male"
1,0.809677419354839,540,550,FALSE,"Never","Some College","Some College","Female"
1,0.931818181818182,570,530,FALSE,"Never","Graduate/Professional degree","Some College","Female"
1,0.797872340425532,500,430,FALSE,"Concurrent","Bachelor Degree","Bachelor Degree","Female"
0,0.746031746031746,400,470,FALSE,"Never","High School Diploma or GED","Some College","Male"
0,0.75,390,440,FALSE,"Never","Not Available","Not Available","Female"
0,0.621495327102804,500,470,FALSE,"Never","High School Diploma or GED","Some College","Male"
0,0.5390625,440,410,FALSE,"Never","High School Diploma or GED","Some High School","Female"
1,0.5390625,440,410,TRUE,"Never","High School Diploma or GED","Some High School","Female"
0,0.541666666666667,410,430,FALSE,"Never","Bachelor Degree","High School Diploma or GED","Male"
0,0.649122807017544,480,390,FALSE,"Never","Graduate/Professional degree","Some High School","Female"
0,0.649122807017544,480,390,TRUE,"Never","Graduate/Professional degree","Some High School","Female"
0,0.459016393442623,480,460,FALSE,"Never","Some College","Bachelor Degree","Male"
0,0.818181818181818,470,380,FALSE,"Never","Some College","Some College","Female"
0,0.818181818181818,470,380,TRUE,"Concurrent","Some College","Some College","Female"
1,0.793760831889081,480,460,FALSE,"Never","Some College","Some College","Female"
0,0.731663685152057,440,440,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.327348066298343,510,450,FALSE,"Never","Some High School","Some College","Female"
0,0.612852664576802,450,410,FALSE,"Never","Bachelor Degree","Some College","Female"
1,0.413793103448276,380,410,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
0,0.5,440,410,FALSE,"Never","Bachelor Degree","Some College","Female"
1,0.957142857142857,540,490,FALSE,"Never","Some High School","High School Diploma or GED","Female"
1,0.857142857142857,540,610,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
1,0.771428571428571,430,460,FALSE,"Never","Graduate/Professional degree","Bachelor Degree","Female"
0,0.342857142857143,420,390,FALSE,"Never","Some College","Some College","Female"
1,0.652173913043478,440,380,FALSE,"Concurrent","Not Available","High School Diploma or GED","Female"
0,0.551612903225806,420,330,FALSE,"Concurrent","Graduate/Professional degree","Some College","Female"
0,0.551612903225806,420,330,TRUE,"Passed","Graduate/Professional degree","Some College","Female"
0,0.551612903225806,420,330,TRUE,"Passed","Graduate/Professional degree","Some College","Female"
0,0.498327759197324,480,430,FALSE,"Concurrent","Bachelor Degree","Some College","Male"
0,0.570093457943925,380,390,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.570093457943925,380,390,TRUE,"Passed","High School Diploma or GED","Some College","Female"
1,0.682352941176471,530,510,FALSE,"Never","High School Diploma or GED","Some College","Male"
1,0.901960784313726,560,470,FALSE,"Never","Bachelor Degree","Some College","Male"
0,0.838235294117647,620,410,FALSE,"Never","Bachelor Degree","High School Diploma or GED","Male"
1,0.673529411764706,480,550,FALSE,"Never","Some College","Graduate/Professional degree","Female"
1,0.815899581589958,530,540,FALSE,"Never","Some College","Some College","Female"
1,0.73469387755102,420,530,FALSE,"Never","High School Diploma or GED","Some College","Female"
1,0.870967741935484,480,490,FALSE,"Never","Not Available","Not Available","Male"
0,0.32741617357002,440,540,FALSE,"Never","Graduate/Professional degree","Graduate/Professional degree","Male"
0,0.297101449275362,490,430,FALSE,"Never","Bachelor Degree","High School Diploma or GED","Female"
1,0.297101449275362,490,430,TRUE,"Never","Bachelor Degree","High School Diploma or GED","Female"
0,0.497069167643611,590,570,FALSE,"Never","Graduate/Professional degree","Some College","Male"
0,0.666666666666667,540,570,FALSE,"Never","Some College","Some College","Female"
1,0.578093306288032,500,470,FALSE,"Passed","Bachelor Degree","Graduate/Professional degree","Female"
1,0.95049504950495,560,700,FALSE,"Never","Bachelor Degree","Graduate/Professional degree","Female"
1,0.693032015065913,470,470,FALSE,"Never","Bachelor Degree","Some College","Female"
0,0.779761904761905,390,480,FALSE,"Never","Bachelor Degree","Some College","Female"
0,0.571428571428571,420,650,FALSE,"Never","Bachelor Degree","High School Diploma or GED","Female"
1,0.7421875,480,510,FALSE,"Never","Bachelor Degree","Some College","Male"
1,0.44954128440367,440,450,FALSE,"Never","Graduate/Professional degree","Graduate/Professional degree","Male"
0,0.409395973154362,540,490,FALSE,"Never","Graduate/Professional degree","High School Diploma or GED","Female"
1,0.409395973154362,540,490,TRUE,"Never","Graduate/Professional degree","High School Diploma or GED","Female"
0,0.4,440,590,FALSE,"Never","High School Diploma or GED","Graduate/Professional degree","Male"
1,0.890625,520,570,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
1,0.7,370,430,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.764705882352941,460,490,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
1,0.705882352941176,560,550,FALSE,"Never","Some High School","Some College","Male"
0,0.759075907590759,440,450,FALSE,"Never","Bachelor Degree","Graduate/Professional degree","Male"
1,0.81060606060606,530,550,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Female"
0,0.57283950617284,410,470,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
1,0.815943728018757,450,550,FALSE,"Never","Some College","Bachelor Degree","Female"
0,0.756944444444444,680,430,FALSE,"Never","Some College","Some College","Male"
1,0.756944444444444,680,430,TRUE,"Never","Some College","Some College","Male"
1,0.829059829059829,580,410,FALSE,"Never","No High School","Bachelor Degree","Female"
1,0.81180811808118,420,360,FALSE,"Never","Some High School","Some High School","Male"
1,0.888888888888889,560,510,FALSE,"Never","Some High School","High School Diploma or GED","Female"
0,0.784090909090909,520,490,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Female"
1,0.739495798319328,500,530,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.573770491803279,390,440,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.573770491803279,390,440,TRUE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.481481481481482,560,490,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.787654320987654,430,300,FALSE,"Passed","Some College","No High School","Female"
0,0.529411764705882,480,430,FALSE,"Never","Bachelor Degree","Some College","Female"
1,0.44015444015444,570,480,FALSE,"Never","Bachelor Degree","High School Diploma or GED","Female"
0,0.777945619335347,470,460,FALSE,"Never","Some College","Some College","Female"
0,0.433054393305439,490,440,FALSE,"Never","High School Diploma or GED","Some High School","Female"
0,0.585365853658537,460,280,FALSE,"Passed","Some College","Bachelor Degree","Male"
1,0.585365853658537,460,280,TRUE,"Passed","Some College","Bachelor Degree","Male"
0,0.697777777777778,430,460,FALSE,"Never","Graduate/Professional degree","Some College","Female"
0,0.645933014354067,410,490,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
0,0.243589743589744,450,340,FALSE,"Never","Some High School","Some College","Male"
1,0.61430246189918,470,550,FALSE,"Never","Graduate/Professional degree","Bachelor Degree","Female"
1,0.8,460,420,FALSE,"Never","Graduate/Professional degree","Bachelor Degree","Female"
0,0.548969072164949,580,550,FALSE,"Never","Graduate/Professional degree","Bachelor Degree","Female"
0,0.778816199376947,590,520,FALSE,"Never","Bachelor Degree","Some College","Male"
1,0.972972972972973,640,700,FALSE,"Never","Some College","Some College","Female"
1,0.805555555555556,470,500,FALSE,"Never","Bachelor Degree","Some College","Male"
1,0.9625,460,540,FALSE,"Never","Bachelor Degree","Some College","Female"
0,0.333333333333333,440,470,FALSE,"Never","High School Diploma or GED","Some College","Male"
1,0.472868217054264,390,520,FALSE,"Never","Some College","Bachelor Degree","Male"
1,0.97196261682243,600,700,FALSE,"Never","Some College","High School Diploma or GED","Female"
1,0.822429906542056,590,570,FALSE,"Never","Some College","Graduate/Professional degree","Male"
